Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy,Cluster
Ava & The Ocean,277746906.0,2425549.0,Drum & Bass,1993.0,57.99999999999999,69.0,0.1200000000000001,76.0,0.67,0.1,0.37,1
Ava & The Ocean,444861256.0,1647312.0,Trap,1995.0,19.0,61.0,0.21999999999999997,93.0,0.47000000000000003,0.43,0.68,0
Aurora Soundwave,218206175.0,3155112.0,Trap,2025.0,97.0,47.0,0.5899999999999999,20.0,0.22,0.68,0.2,0
Retro Resonance,604370050.0,480035.00000000006,Folk,2021.0,60.0,57.0,-0.69,38.0,0.27,0.12,0.32,1
Jay Zenith,341400322.0,2303745.0,Blues,2011.9999999999998,98.0,100.0,-0.36,38.0,0.95,0.89,0.5,1
Firefly Symphony,263313094.0,3497579.0,Reggae,2009.0,55.0,7.000000000000001,0.26,79.0,0.74,0.77,0.85,0
Urban Rhapsody,45871706.0,2649359.0,Lo-Fi,2020.0,42.0,42.0,-0.74,44.0,0.37,0.04,0.68,0
ElectroPulse,635805999.0,1201988.0,Punk,2020.0,1.0,19.0,0.26,12.0,0.96,0.31,0.74,0
Shadow Beats,538365596.0,1364699.0,Indie,1999.0,17.0,72.0,0.95,99.0,0.57,0.34,0.88,1
Sofia Carter,174145238.0,216291.0,Reggae,2003.0,75.0,99.0,-0.010000000000000009,36.0,0.85,0.93,0.7,0
ElectroPulse,757661590.0,422463.0,R&B,2020.0,78.0,6.0,-0.15000000000000002,40.0,0.64,0.58,0.99,0
Firefly Symphony,52755547.99999999,4529287.0,Trap,1991.0,72.0,70.0,0.25,41.0,0.26,0.69,0.99,0
Samantha Lee,309343086.0,3412145.0,Pop,2017.0,85.0,12.0,0.8,8.0,0.99,0.06,0.19,0
ElectroPulse,508997943.99999994,3696730.0,Indie,2002.0,16.0,32.0,0.6600000000000001,86.0,0.57,0.81,0.9699999999999999,1
Luna Nova,209254662.0,2457982.0,Folk,2025.0,98.0,5.0,0.78,22.0,0.75,0.09,0.72,1
ElectroPulse,151762258.0,2997002.0,Lo-Fi,1996.0,91.0,4.0,-0.61,86.0,0.88,0.34,0.46,0
Retro Resonance,401779041.99999994,96343.0,R&B,2000.0,4.0,6.0,0.99,7.000000000000001,0.25,0.65,0.79,0
DJ Thunder,725350723.0,1303269.0,Jazz,2009.0,18.0,100.0,-0.10999999999999999,6.0,0.71,0.91,0.37,1
Liam Harper,271821548.0,1937431.0,Country,1997.0,28.000000000000004,79.0,-0.96,0.0,0.16,0.72,0.59,1
Liam Harper,61946661.0,102132.99999999999,Folk,1995.0,74.0,47.0,-0.73,36.0,0.3,0.14,0.52,1
Liam Harper,118611319.99999999,695562.0,Reggae,2009.0,67.0,30.999999999999996,0.1499999999999999,49.0,0.28,0.56,0.17,0
EchoSync,244737551.99999997,3591485.0,Indie,2019.0,94.0,44.0,-0.09999999999999998,68.0,0.27,0.75,0.48,1
Retro Resonance,310724208.0,3578311.0,Latin,1996.0,30.0,28.000000000000004,-0.64,4.0,0.49000000000000005,0.8,0.9400000000000001,0
Celestial Harmony,520838526.0,3215187.0,Jazz,1999.0,32.0,3.0,-0.67,54.0,0.83,0.49,0.82,1
Retro Resonance,742344612.0,4124761.0,Pop,2003.0,83.0,57.0,-0.98,36.0,0.92,0.45,0.71,0
DJ Thunder,677424034.0,3583593.0,Drum & Bass,1995.0,42.0,1.0,0.010000000000000009,3.0,0.87,0.46,0.96,1
Horizon Flow,657776873.0,321878.0,Folk,2006.0,40.0,78.0,-0.030000000000000027,87.0,0.22,0.82,0.47000000000000003,1
Urban Rhapsody,248747006.0,3657799.0,Drum & Bass,2007.0,86.0,78.0,-0.020000000000000018,97.0,0.87,0.46,0.21,1
Urban Rhapsody,222811295.0,1497169.0,Techno,2002.0,88.0,6.0,0.52,3.0,0.29,0.07,0.12,0
Bass Surge,303081597.0,4781448.0,Punk,1994.0,77.0,45.0,-0.040000000000000036,3.0,0.15,0.45,0.1,0
The Midnight Howl,702705894.0,2351628.0,House,2014.0000000000002,30.0,2.0,-0.88,32.0,0.92,0.35,0.48,1
Urban Rhapsody,374167226.0,1091033.0,Latin,2009.9999999999998,92.0,46.0,0.9199999999999999,40.0,0.34,0.95,0.72,0
Ava & The Ocean,514074101.0,3554518.0,Latin,2009.0,65.0,82.0,-0.52,37.0,0.35,0.81,0.78,0
Neon Vortex,797047463.0,1302932.9999999998,Indie,2011.0,91.0,47.0,0.44999999999999996,62.0,0.75,0.13,0.75,1
The Midnight Howl,420286540.99999994,1000256.0,Latin,2023.0,21.0,12.0,-0.43999999999999995,61.0,0.87,0.56,0.44,0
ElectroPulse,300774452.0,941655.0,Indie,2008.0,91.0,90.0,0.010000000000000009,26.0,0.57,0.22,0.49000000000000005,1
Bass Surge,12356278.0,2724926.0,Lo-Fi,2013.0,26.0,81.0,-0.82,84.0,0.7,0.7,0.17,0
DJ Thunder,263461479.00000003,3985454.0,House,2024.0,94.0,68.0,0.6200000000000001,2.0,0.51,0.67,0.7,1
Aurora Soundwave,719313587.0,2740231.0,Jazz,2016.0,40.0,25.0,-0.39,7.000000000000001,0.5,0.63,0.84,1
Liam Harper,663941328.0,1554576.0,Techno,2001.0,11.0,33.0,-0.94,21.0,0.21,0.18,0.48,0
ElectroPulse,799842056.0,3237695.0000000005,Country,2002.0,65.0,33.0,0.48,19.0,0.55,0.62,0.7,1
Neon Vortex,101794319.0,3792538.0,Lo-Fi,2023.0,56.00000000000001,58.99999999999999,-0.51,34.0,0.55,0.91,0.59,0
Crimson Echo,213528145.99999997,2197436.0,House,2023.0,71.0,53.00000000000001,-0.47,63.0,0.86,0.52,0.93,1
Jay Zenith,170444776.0,3754706.9999999995,Blues,2014.0000000000002,60.0,98.0,-0.3400000000000001,66.0,0.63,0.29,0.17,1
Celestial Harmony,619324484.0,638149.9999999999,R&B,1992.0,22.0,99.0,-0.35,33.0,0.56,0.12,0.85,0
Neon Vortex,315187198.0,745025.0,EDM,2021.0,28.000000000000004,63.0,-0.4099999999999999,52.0,0.32,0.52,0.12,1
Jay Zenith,433981763.0,3064306.0,Electronic,2003.0,86.0,18.0,-0.28,5.0,0.21,0.14,0.9699999999999999,1
Bass Surge,542067948.0,4260803.0,EDM,2023.0,71.0,64.0,-0.41999999999999993,99.0,0.12,0.22,0.53,1
Crimson Echo,256201107.0,4347132.0,K-Pop,2004.0,21.0,77.0,0.5699999999999998,100.0,0.27,0.81,0.13,1
Bass Surge,126423150.0,2877778.0,Blues,2016.0,77.0,3.0,-0.41999999999999993,33.0,0.5,0.97,0.88,1
The Midnight Howl,494480107.00000006,2408695.0,Folk,2016.0,15.0,29.0,0.33000000000000007,65.0,0.95,0.75,0.27,1
Neon Vortex,214236549.0,2680465.0,Hip-Hop,2011.0,13.0,69.0,0.3799999999999999,49.0,0.85,0.37,0.44999999999999996,1
The Midnight Howl,110472420.0,265766.0,House,2025.0,72.0,82.0,-0.26,70.0,0.23,0.81,0.49000000000000005,1
Sofia Carter,115769796.0,1873802.0,R&B,2011.9999999999998,4.0,15.0,-0.18999999999999995,26.0,0.54,0.84,0.13,0
Firefly Symphony,572462651.0,3842995.0,Folk,2025.0,98.0,47.0,-0.040000000000000036,56.00000000000001,0.25,0.34,0.81,1
ElectroPulse,642374975.0,786870.0000000001,Blues,2017.0,83.0,42.0,-0.030000000000000027,28.999999999999996,0.2,0.72,0.44999999999999996,1
EchoSync,181732917.0,4881077.0,Country,2011.0,42.0,3.0,0.44999999999999996,50.0,0.41,0.69,0.46,1
Samantha Lee,534746920.0,3674208.0,Metal,1990.0,5.0,99.0,-0.76,46.0,0.93,0.09,0.6,0
Ava & The Ocean,789330105.0,910170.0,Jazz,2001.0,44.0,103.0,0.96,99.0,0.53,0.13,0.56,1
Retro Resonance,258096080.0,3370328.0,Folk,1996.0,57.0,76.0,-0.5,92.0,0.48,0.39,0.25,1
Shadow Beats,257057361.99999997,2030018.0,House,2015.0,100.0,46.0,0.45999999999999996,17.0,0.27,0.35,0.74,1
Aurora Soundwave,214851010.0,514953.0,Techno,2008.0,67.0,43.0,0.8700000000000001,76.0,0.42,0.3,0.76,0
Shadow Beats,761405801.0,3482341.0000000005,Metal,2014.0000000000002,78.0,9.999999999999998,-0.07999999999999996,54.0,0.12,0.6,0.58,0
ElectroPulse,111363252.0,4105262.0,Metal,1997.0,98.0,69.0,0.1499999999999999,94.0,0.23,0.41,0.16,0
Ava & The Ocean,699303481.0,3633571.0,Hip-Hop,2006.0,91.0,36.0,0.21999999999999997,76.0,0.99,0.4,0.67,1
Aurora Soundwave,581394203.0,4462996.0,Reggae,2001.0,45.0,64.0,-0.33000000000000007,40.0,0.48,0.7,0.79,0
Bass Surge,246977429.0,2312131.0,Folk,2011.0,75.0,19.0,0.0,0.0,0.39,0.23,0.88,1
Celestial Harmony,775170534.0,1802375.0,Synthwave,1993.0,72.0,73.0,0.18999999999999995,20.0,0.4,0.17,0.87,0
The Midnight Howl,408705196.0,4909214.0,Reggae,2013.0,38.0,71.0,0.4099999999999999,28.000000000000004,0.24,0.6,0.15,0
Bass Surge,709644378.0,4926835.0,Country,2025.0,63.00000000000001,64.0,-0.33000000000000007,9.0,0.66,0.94,0.37,1
EchoSync,387582239.0,2636510.0,Synthwave,2000.0,77.0,101.0,0.9300000000000002,22.0,0.1,0.33,0.82,0
DJ Thunder,744246715.0,3824699.0,House,1999.0,28.000000000000004,58.99999999999999,0.16999999999999993,1.0,0.84,0.28,0.58,1
Neon Vortex,146473190.0,845921.0,Latin,2020.0,76.0,44.0,0.6400000000000001,63.0,0.25,0.21,0.24,0
ElectroPulse,146886935.0,4985965.0,Latin,2006.0,33.0,83.0,0.48,79.0,0.1,0.87,0.58,0
Liam Harper,38819264.0,3644750.0,Jazz,1994.0,12.0,78.0,0.15999999999999992,98.0,0.2,0.88,0.58,1
Liam Harper,135895409.0,3771621.0,Trap,2015.0,85.0,86.0,0.25,15.0,0.69,0.98,0.31,0
Crimson Echo,676020950.0,706631.0000000001,K-Pop,2000.0,78.0,92.0,-0.85,45.0,0.18,0.09,0.19,1
Horizon Flow,283327152.0,2937589.0,EDM,1992.0,69.0,100.0,0.020000000000000018,6.0,0.14,0.66,0.44,1
Ava & The Ocean,387777845.0,1421069.0,Metal,1992.0,14.000000000000002,93.0,0.20999999999999996,87.0,0.24,0.34,0.56,0
DJ Thunder,512254214.0,261352.0,Trap,2001.0,90.0,39.0,0.6000000000000001,74.0,0.96,0.91,0.87,0
ElectroPulse,355418285.0,1309502.0,Hip-Hop,2004.0,27.0,78.0,0.15999999999999992,67.0,0.15,0.26,0.2,1
Horizon Flow,77651612.0,451067.0,Rock,1993.0,72.0,79.0,0.3700000000000001,34.0,0.53,0.2,0.52,0
Neon Vortex,459151332.0,2746248.0,EDM,1995.0,98.99999999999999,65.0,0.6099999999999999,99.0,0.93,1.0,0.74,1
Horizon Flow,679839413.0,4775860.0,Synthwave,2011.0,50.0,75.0,0.43999999999999995,21.0,0.79,0.55,0.39,0
Samantha Lee,151336893.0,3962704.0,Lo-Fi,2000.0,64.0,3.0,-0.44999999999999996,12.0,0.71,0.59,0.99,0
Shadow Beats,88753963.0,4984533.0,Rock,1991.0,39.0,80.0,-0.92,94.0,0.23,0.49,0.41,0
Firefly Symphony,600550992.0,1431676.0,Folk,2014.0000000000002,14.000000000000002,56.00000000000001,0.8,41.0,0.57,0.49,0.93,1
The Midnight Howl,363091128.0,599958.0,Metal,2022.0,28.000000000000004,5.0,-0.87,56.00000000000001,0.42,0.08,0.55,0
Urban Rhapsody,608625117.0,929678.0,Lo-Fi,2008.0,72.0,84.0,-0.3400000000000001,40.0,0.54,0.31,0.28,0
Aurora Soundwave,108486656.00000001,1040310.0,Jazz,1992.0,57.99999999999999,44.0,-0.47,91.0,0.9699999999999999,0.5,0.84,1
Urban Rhapsody,684735278.0,2794884.0,Rock,2017.0,31.0,48.0,0.44999999999999996,96.0,0.44,0.67,0.93,0
Jay Zenith,507788724.00000006,3169064.0,Blues,2016.0,54.0,48.0,-0.15000000000000002,14.000000000000002,0.48,0.37,0.74,1
Sofia Carter,534948772.0,1101140.0,Synthwave,2025.0,33.0,23.0,-0.26,65.0,0.22,0.5,0.65,0
Samantha Lee,680388735.0,2054955.0,Trap,2023.0,78.0,33.0,0.3400000000000001,67.0,0.96,0.28,0.6,0
The Midnight Howl,337130384.0,899844.0,Country,1994.0,24.0,47.0,0.3400000000000001,95.0,0.69,0.27,0.32,1
Urban Rhapsody,276541189.0,4908169.0,Jazz,2007.0,13.0,95.0,-0.88,70.0,0.14,0.64,0.54,1
Neon Vortex,695799517.0,4690745.0,Electronic,2001.0,1.0,36.0,0.49,2.0,0.58,0.76,0.9400000000000001,1
Luna Nova,416465387.99999994,653361.0,Blues,1991.0,18.0,88.0,0.1100000000000001,47.0,0.9400000000000001,0.98,0.9699999999999999,1
Samantha Lee,242072777.0,2192637.0,Synthwave,2020.0,59.0,52.0,0.8300000000000001,90.0,0.27,0.63,0.96,0
Celestial Harmony,414834203.00000006,1849639.0,Jazz,1998.0,35.0,90.0,0.8,49.0,0.62,0.81,0.9400000000000001,1
ElectroPulse,493895662.00000006,1665442.0,K-Pop,2011.9999999999998,54.0,97.0,0.26,27.0,0.59,0.91,0.49000000000000005,1
Crimson Echo,135723594.0,129688.00000000001,Synthwave,1996.0,57.99999999999999,85.0,0.26,57.00000000000001,0.59,0.05,0.68,0
ElectroPulse,80351916.0,3902046.0,EDM,2000.0,33.0,91.0,0.040000000000000036,3.0,0.37,0.31,0.44,1
Sofia Carter,322035256.0,2351316.0,Metal,2005.0,41.0,91.0,-0.91,91.0,0.44999999999999996,0.49,0.8,0
Neon Vortex,380833682.0,2050332.0,Trap,2015.0,6.0,98.0,0.29000000000000004,53.0,0.13,0.06,0.29,0
Jay Zenith,165926008.0,1933628.0,Rock,1998.0,4.0,20.0,0.8199999999999998,83.0,0.43,0.41,0.54,0
Urban Rhapsody,443231009.99999994,3143198.0,Hip-Hop,2018.0,71.0,25.0,0.17999999999999994,34.0,0.8,0.3,0.47000000000000003,1
Luna Nova,478387062.00000006,1700454.0,Trap,2021.0,95.0,25.0,-0.94,7.000000000000001,0.9100000000000001,0.58,0.11,0
Crimson Echo,769551476.0,198807.0,EDM,2014.0000000000002,52.0,46.0,-0.29000000000000004,3.0,0.66,0.08,0.96,1
EchoSync,650796413.0,1806852.0,Hip-Hop,2021.0,72.0,30.999999999999996,0.6499999999999999,80.0,0.51,0.23,0.59,1
Urban Rhapsody,332359917.0,4667582.0,EDM,2022.0,78.0,17.0,-0.59,83.0,0.44999999999999996,0.99,0.28,1
Shadow Beats,198483926.0,2876740.0,Trap,2000.0,25.0,70.0,-0.75,81.0,0.77,0.2,0.27,0
Celestial Harmony,341811932.0,1920243.0,Blues,2018.0,92.0,2.0,-0.28,93.0,0.95,0.38,0.14,1
Celestial Harmony,58008718.0,1357979.0,Indie,2011.0,80.0,40.0,0.43999999999999995,27.0,0.62,0.03,0.26,1
Liam Harper,194724407.0,4339093.0,Drum & Bass,1993.0,16.0,81.0,0.4099999999999999,56.00000000000001,0.79,0.35,0.21,1
Bass Surge,546429428.0,1015705.0,Hip-Hop,2003.0,26.0,103.0,0.9300000000000002,24.0,0.23,0.23,0.8,1
DJ Thunder,229738044.99999997,3082526.0,Drum & Bass,2023.0,43.0,40.0,0.1100000000000001,22.0,0.12,0.5,0.47000000000000003,1
Ava & The Ocean,5532165.0,2414913.0,Folk,2017.0,11.0,60.0,-0.36,11.0,0.14,0.22,0.82,1
Horizon Flow,370684493.0,4801683.0,Jazz,2009.0,66.0,28.000000000000004,0.10000000000000009,39.0,0.85,0.94,0.9699999999999999,1
Shadow Beats,724088055.0,3842787.0,Metal,2004.0,8.0,41.0,-0.31000000000000005,67.0,0.12,0.1,0.51,0
Bass Surge,495159957.0,219829.0,K-Pop,2018.0,98.99999999999999,71.0,-0.28,76.0,0.93,0.38,0.68,1
Firefly Symphony,697544950.0,2134705.0,Latin,2002.0,71.0,69.0,0.48,68.0,0.26,0.48,0.25,0
Celestial Harmony,176053919.0,1626688.9999999998,Latin,2002.0,52.99999999999999,18.0,0.49,11.0,0.37,0.64,0.66,0
EchoSync,411432106.00000006,1184057.0,Indie,1993.0,56.00000000000001,101.0,0.5800000000000001,71.0,0.16,0.22,0.16,1
Sofia Carter,657181973.0,2704708.0,Metal,2016.0,6.0,85.0,0.14000000000000012,92.0,0.44,0.81,0.76,0
Sofia Carter,215276445.0,1375099.0,Metal,2007.0,47.0,69.0,0.3999999999999999,37.0,0.68,0.88,0.63,0
Ava & The Ocean,450384180.99999994,1102736.0,Techno,2024.0,70.0,75.0,-0.030000000000000027,35.0,0.46,0.11,0.29,0
ElectroPulse,427656741.00000006,3865628.0,Techno,2005.0,98.0,92.0,0.32000000000000006,99.0,0.77,0.52,0.46,0
Aurora Soundwave,245036859.0,1762658.0,Metal,2017.0,95.0,25.0,0.020000000000000018,48.0,0.68,0.96,0.43,0
Celestial Harmony,717633082.0,378214.0,House,2011.0,93.0,86.0,-0.9,71.0,0.99,0.96,0.44999999999999996,1
Celestial Harmony,546141336.0,237151.0,Metal,2015.0,56.00000000000001,75.0,-0.4099999999999999,25.0,0.65,0.15,0.79,0
The Midnight Howl,194802117.0,2847279.0,EDM,2025.0,12.0,17.0,0.56,39.0,0.51,0.47,0.62,1
Jay Zenith,161367071.0,2941093.9999999995,Drum & Bass,1994.0,97.0,9.999999999999998,-0.98,86.0,0.96,0.02,0.21,1
Luna Nova,382550779.0,2116347.0,Country,2011.9999999999998,98.0,38.0,-0.74,74.0,0.51,0.2,0.26,1
Celestial Harmony,489564950.00000006,2325941.0,Punk,1996.0,48.0,54.0,-0.30000000000000004,73.0,0.36,0.45,0.34,0
Ava & The Ocean,123024157.0,1976814.0,Hip-Hop,2004.0,14.000000000000002,92.0,-0.21999999999999997,22.0,0.8,0.07,0.9400000000000001,1
Aurora Soundwave,100120306.0,2126240.0,Indie,1994.0,35.0,11.0,0.72,15.0,0.72,0.65,0.23,1
Bass Surge,19825584.0,3627502.0,Metal,2020.0,45.0,50.0,0.6499999999999999,21.0,0.89,0.07,0.9100000000000001,0
EchoSync,39456202.0,3826949.0,Hip-Hop,1992.0,17.0,58.99999999999999,0.52,16.0,0.9699999999999999,0.74,0.9400000000000001,1
Ava & The Ocean,421496097.0,2457110.0,R&B,1995.0,34.0,32.0,-0.010000000000000009,78.0,0.2,0.45,0.25,0
Horizon Flow,34597581.0,385582.0,Techno,2001.0,39.0,30.0,0.8900000000000001,16.0,0.85,0.51,0.76,0
Bass Surge,279167833.0,4240640.0,Pop,1996.0,28.999999999999996,53.00000000000001,0.19999999999999996,1.0,0.74,0.59,0.9100000000000001,0
ElectroPulse,63631206.0,2745662.0,Electronic,2021.0,3.0,65.0,0.06000000000000005,90.0,0.58,0.91,0.74,1
Shadow Beats,246605388.0,3398642.0,R&B,2018.0,82.0,9.999999999999998,0.55,54.0,0.25,0.79,0.7,0
Sofia Carter,315325119.0,4776005.0,Blues,2009.0,10.0,35.0,-0.4,2.0,0.58,0.17,0.17,1
Firefly Symphony,695524693.0,110949.99999999999,Drum & Bass,2016.0,11.0,83.0,0.56,80.0,0.28,0.41,0.23,1
Urban Rhapsody,314135970.0,4911609.0,Pop,1999.0,21.0,88.0,0.78,25.0,1.0,0.1,0.59,0
Ava & The Ocean,670666611.0,4369410.0,House,1994.0,28.999999999999996,28.000000000000004,0.52,93.0,0.67,0.12,0.44,1
The Midnight Howl,276627005.0,1368693.0,House,2014.0000000000002,15.0,61.0,-0.08999999999999997,63.0,0.68,0.52,0.73,1
Shadow Beats,121920388.0,1363896.0,Pop,2023.0,28.000000000000004,37.0,-0.07000000000000006,49.0,0.46,0.01,0.39,0
Ava & The Ocean,128250034.00000001,1461487.0,Trap,1998.0,56.00000000000001,29.0,0.1200000000000001,82.0,1.0,0.52,0.29,0
Crimson Echo,206465641.0,3719693.0,Pop,1993.0,98.0,61.99999999999999,-0.45999999999999996,4.0,0.77,0.05,0.33,0
Celestial Harmony,114594343.0,458961.0,Synthwave,1993.0,45.0,56.00000000000001,-0.30000000000000004,51.0,0.99,0.28,0.6,0
Shadow Beats,401046074.0,3392464.0,Rock,1998.0,63.00000000000001,9.999999999999998,0.74,83.0,0.81,0.06,0.9800000000000001,0
Neon Vortex,434989855.0,4650682.0,Jazz,1998.0,90.0,69.0,-0.32000000000000006,28.000000000000004,0.9100000000000001,0.3,0.64,1
Shadow Beats,108534070.0,4909103.0,Hip-Hop,1991.0,54.0,98.0,-0.30000000000000004,46.0,0.69,0.18,0.72,1
Firefly Symphony,116477761.0,3027164.0,Country,2009.0,12.0,14.000000000000002,0.27,37.0,0.65,0.44,0.2,1
Samantha Lee,230215240.99999997,2820913.0,Techno,1998.0,39.0,28.000000000000004,0.5800000000000001,80.0,0.29,0.33,0.87,0
Sofia Carter,654906355.0,4189316.0,EDM,2006.0,51.00000000000001,32.0,-0.75,56.00000000000001,0.77,0.5,0.59,1
Ava & The Ocean,710441410.0,652803.9999999999,Electronic,2004.0,15.0,80.0,0.94,61.0,0.64,0.69,0.87,1
Crimson Echo,454448712.0,2350424.0,Electronic,1994.0,82.0,26.0,0.75,31.0,0.44999999999999996,0.74,0.14,1
Shadow Beats,682453149.0,505160.99999999994,Techno,2025.0,76.0,100.0,-0.18999999999999995,93.0,0.76,0.56,0.9100000000000001,0
Neon Vortex,566481499.0,1701449.0,Metal,1990.0,74.0,30.0,-0.62,12.0,0.28,0.16,0.56,0
Urban Rhapsody,793079377.0,3949790.0000000005,Rock,2024.0,55.0,1.0,-0.95,86.0,0.66,0.72,0.46,0
Luna Nova,255083497.99999997,3038470.0,Jazz,2009.9999999999998,95.0,91.0,-0.63,8.0,0.9400000000000001,0.29,0.53,1
Samantha Lee,724808165.0,4537817.0,Electronic,2021.0,52.0,42.0,0.8599999999999999,14.000000000000002,0.55,0.81,0.57,1
Aurora Soundwave,492287301.00000006,2485675.0,Jazz,2009.0,64.0,41.0,0.42999999999999994,4.0,0.11,0.38,0.27,1
Samantha Lee,34550423.0,4490173.0,Synthwave,2009.0,2.0,49.0,-0.56,71.0,0.5,0.37,0.41,0
Samantha Lee,526535903.0,1771219.0,Electronic,1992.0,22.0,88.0,-0.8,13.0,0.92,0.41,0.9400000000000001,1
Samantha Lee,352588741.0,403652.0,Techno,2007.0,19.0,11.0,-0.48,43.0,0.2,0.89,0.6,0
Shadow Beats,453650371.0,4059965.0,House,2013.0,97.0,12.0,0.1499999999999999,92.0,0.11,0.05,0.63,1
EchoSync,735148866.0,1865481.0,House,2005.0,43.0,58.0,-0.18999999999999995,1.0,0.64,0.92,0.38,1
Celestial Harmony,480001255.00000006,4977202.0,Country,2009.9999999999998,52.99999999999999,54.0,0.74,52.0,0.48,0.69,0.12,1
Firefly Symphony,402925077.0,3897816.0,Rock,2016.0,97.0,41.0,-0.36,73.0,0.62,0.42,0.21,0
The Midnight Howl,577097944.0,4444143.0,Trap,2019.0,4.0,80.0,0.6200000000000001,7.000000000000001,0.72,0.72,0.3,0
Aurora Soundwave,293839125.0,3637989.0,K-Pop,2020.0,4.0,87.0,0.6400000000000001,40.0,0.73,0.21,0.38,1
Bass Surge,658251494.0,4397260.0,House,1994.0,36.0,57.0,0.81,92.0,0.54,0.91,0.64,1
Jay Zenith,671109414.0,3797693.0,Techno,2002.0,73.0,35.0,0.020000000000000018,78.0,0.51,0.92,0.14,0
ElectroPulse,332187660.0,522417.0,Trap,1990.0,41.0,61.0,-0.81,3.0,0.92,0.62,0.77,0
Retro Resonance,591606592.0,3907573.0,Blues,2009.9999999999998,65.0,7.000000000000001,0.1100000000000001,46.0,0.46,0.74,0.36,1
Ava & The Ocean,234024439.0,1048279.0,Trap,2014.0000000000002,42.0,6.0,-0.30000000000000004,7.000000000000001,0.68,0.87,0.55,0
EchoSync,13336241.0,4542887.0,Jazz,2011.0,93.0,82.0,0.8799999999999999,46.0,0.95,0.0,0.22,1
Bass Surge,174653620.0,4414147.0,Drum & Bass,2006.0,45.0,20.0,0.20999999999999996,96.0,0.96,0.66,0.81,1
The Midnight Howl,30892190.000000004,2942811.0,Jazz,2008.0,76.0,85.0,0.15999999999999992,61.0,0.73,0.66,0.44999999999999996,1
Firefly Symphony,787282841.0,4383504.0,Lo-Fi,2023.0,16.0,70.0,-0.62,35.0,0.18,0.46,0.86,0
Horizon Flow,579786633.0,4548052.0,Hip-Hop,2006.0,100.0,84.0,-0.43999999999999995,47.0,0.16,0.49,0.69,1
Luna Nova,638169132.0,2136139.0,K-Pop,1991.0,88.0,45.0,-0.10999999999999999,72.0,0.71,0.54,0.95,1
Bass Surge,751650507.0,476379.0,Hip-Hop,1992.0,22.0,96.0,-0.71,23.0,0.14,0.38,0.58,1
Sofia Carter,503431144.0,1878863.0,Synthwave,2002.0,43.0,5.0,-0.010000000000000009,70.0,0.96,0.87,0.14,0
Bass Surge,567435008.0,4549119.0,R&B,2004.0,97.0,22.0,0.1499999999999999,77.0,0.24,0.1,0.29,0
Urban Rhapsody,630343650.0,4490622.0,R&B,2005.0,40.0,21.0,0.73,0.0,0.6,0.47,0.95,0
DJ Thunder,708462927.0,4040951.0,R&B,2024.0,5.0,53.00000000000001,0.09000000000000008,14.000000000000002,0.32,0.41,0.77,0
DJ Thunder,521411489.99999994,4754292.0,Reggae,1997.0,86.0,34.0,-0.88,31.0,0.49000000000000005,0.5,0.37,0
Bass Surge,415666837.99999994,950007.9999999999,Synthwave,2022.0,76.0,66.0,0.21999999999999997,97.0,0.61,0.22,0.44,0
Bass Surge,416072685.0,1271958.0,Trap,1992.0,15.0,78.0,-0.53,98.0,0.95,0.74,0.17,0
Jay Zenith,251479417.99999997,1547596.0,Reggae,2023.0,35.0,77.0,-0.30000000000000004,46.0,0.65,0.19,0.34,0
DJ Thunder,783864427.0,1305572.0,Folk,2017.0,45.0,14.000000000000002,0.1299999999999999,92.0,0.83,0.81,0.9400000000000001,1
Sofia Carter,138185582.0,2591865.0,Metal,2017.0,3.0,8.0,-0.51,6.0,0.87,0.95,0.9400000000000001,0
Horizon Flow,740496767.0,1912454.0,Techno,2025.0,27.0,75.0,0.9100000000000001,60.0,0.26,0.08,0.29,0
Shadow Beats,222409814.0,2903345.9999999995,Metal,2014.0000000000002,28.000000000000004,51.0,-0.54,49.0,0.57,0.69,0.7,0
Crimson Echo,754965409.0,2054649.0000000002,House,2017.0,65.0,94.0,0.1200000000000001,86.0,0.29,0.88,0.59,1
Liam Harper,343670452.0,3389889.0,House,2019.0,60.0,69.0,0.0,28.000000000000004,0.74,0.51,0.28,1
Ava & The Ocean,337703185.0,4082949.0,Punk,2006.0,9.0,32.0,-0.97,67.0,0.68,0.18,0.95,0
ElectroPulse,98973839.0,612682.0,Latin,2011.9999999999998,73.0,101.0,0.22999999999999998,25.0,0.34,0.2,0.68,0
Aurora Soundwave,297729047.0,3973747.0,K-Pop,2009.0,89.0,2.0,0.8599999999999999,52.0,0.33,0.3,0.29,1
Ava & The Ocean,481055966.0,2501611.9999999995,Blues,2003.0,22.0,88.0,0.96,85.0,0.26,0.55,0.41,1
Urban Rhapsody,742587060.0,3103945.0,Country,1998.0,33.0,52.0,0.8199999999999998,27.0,0.46,0.44,0.6,1
Retro Resonance,43419961.0,4694229.0,Latin,1997.0,70.0,77.0,-0.51,97.0,0.35,0.49,0.86,0
Sofia Carter,111732018.0,1503698.9999999998,Trap,2016.0,98.99999999999999,52.0,0.3500000000000001,65.0,0.33,0.69,0.7,0
Samantha Lee,195298183.0,3794351.0,Drum & Bass,2004.0,13.0,20.0,0.72,63.0,0.5,0.15,0.33,1
